RXCUI,INGREDIENT
731229,darbepoetin alfa
2200174,duloxetine
153155,atenolol
153155,bendroflumethiazide
1721684,epoetin alfa
1725059,naloxone
1000135,medroxyprogesterone
1433802,acetaminophen
1433802,caffeine
1433802,butalbital
1433802,codeine
1536915,ranitidine
898139,hydromorphone
1747179,methotrexate
1740894,mitomycin
895213,morphine
313189,tacrolimus
897722,verapamil
213220,repaglinide
1729322,fentanyl
857166,fosinopril
857166,hydrochlorothiazide
1422099,ezetimibe
1422099,atorvastatin
1301016,drospirenone
1301016,ethinyl estradiol
895240,morphine
106871,gentamicin
905203,hydralazine
905203,hydrochlorothiazide
892793,clonidine
894807,morphine
1204,lymphocyte immune globulin; anti-thymocyte globulin
1098610,lamotrigine
313993,fentanyl
849329,tramadol
757705,simvastatin
246399,furosemide
246399,spironolactone
1243585,flurbiprofen
251201,sertraline
750211,amlodipine
750211,atorvastatin
311143,iron-dextran complex
903841,pyridostigmine
433800,alprazolam
1482820,gabapentin
1918194,salmeterol
1918194,fluticasone
197405,betamethasone
857564,trospium
798447,haemophilus influenzae b (ross strain) capsular polysaccharide meningococcal protein conjugate vaccine
198439,acetaminophen
1597615,ceftolozane
1597615,tazobactam
309306,ciprofloxacin
1099596,valproate
1987647,lidocaine
998694,acebutolol
998694,hydrochlorothiazide
992908,acetaminophen
992908,promethazine
309783,glucose
309783,potassium chloride
1357888,methylprednisolone
2463737,epoetin alfa
244095,glucose
244095,sodium chloride
248420,mesalamine
756245,acetaminophen
756245,caffeine
756245,butalbital
801445,potassium phosphate
801445,sodium phosphate
801445,magnesium sulfate
801445,potassium chloride
801445,sodium chloride
1919507,durvalumab
856656,dantrolene
197577,dexamethasone
403884,levetiracetam
310364,fluocinonide
2472315,vibegron
198243,temazepam
312745,quetiapine
1098134,niacin
198007,nadolol
999683,tetracaine
999683,benzocaine
999683,butamben
197362,lactate
198153,colchicine
198153,probenecid
1657160,sumatriptan
1809736,immunoglobulin g
310362,fluocinonide
1101775,potassium phosphate
199864,benzocaine
199864,menthol
240912,granisetron
1870431,polyethylene glycol 3350
1870431,sodium bicarbonate
1870431,sodium sulfate
1870431,potassium chloride
1870431,sodium chloride
309686,dexamethasone
15996,mirtazapine
831391,zinc oxide
831391,miconazole
831391,petrolatum
1112687,ethinyl estradiol
1112687,levonorgestrel
828700,plerixafor
246172,clobazam
1729438,plasma protein fraction
804544,difluprednate
2052408,hypochlorite
198312,triamterene
897649,verapamil
199672,albendazole
349420,desloratadine
581417,psyllium
861375,sevelamer
311877,mupirocin
751563,lamotrigine
308228,lipase
308228,amylase
308228,protease
1809438,immunoglobulin g
197941,methimazole
197891,lithium carbonate
1028612,thiamine
1028612,vitamin b12
1028612,pyridoxine
402505,carbamazepine
2463731,epoetin alfa
309078,cefpodoxime
351380,ciclopirox
486166,hyaluronidase
197942,methimazole
199902,urea
997406,fexofenadine
997406,pseudoephedrine
312910,scopolamine
847187,insulin isophane
847187,insulin; regular; human
1544968,mineral oil
1544968,petrolatum
1544968,phenylephrine
1544968,shark liver oil
1291369,avanafil
404460,enfuvirtide
198372,torsemide
866907,colesevelam
2287556,camphor
2287556,methyl salicylate
2287556,lidocaine
1011750,aliskiren
1011750,hydrochlorothiazide
2002419,insulin glargine
904874,buprenorphine
245264,insulin isophane
245264,insulin; regular; human
2001439,lidocaine
2054168,albumin human; usp
1046398,denosumab
214488,dextromethorphan
214488,guaifenesin
19257,bethanechol
1552009,tiotropium
250377,hydroflumethiazide
250377,spironolactone
2591785,citalopram
577033,sildenafil
725021,rivastigmine
211365,chlorhexidine
2058900,cannabidiol
1741271,iron sucrose
249956,sennosides; usp
750137,sodium chloride
996572,memantine
855873,phenytoin
313393,thyroid (usp)
1365842,oxcarbazepine
1483677,zolmitriptan
1544853,buprenorphine
1544853,naloxone
313326,thiamine
1855328,omeprazole
309101,cefuroxime
313391,thyroid (usp)
2281777,calcium carbonate
1362060,heparin
1924316,edaravone
308923,calcium gluconate
1809670,immunoglobulin g
245422,allopurinol
1598099,bacitracin
1654169,adenosine
2371715,glycopyrronium
404011,amlodipine
404011,atorvastatin
245462,ascorbic acid
208437,sulfasalazine
692783,loratadine
1234978,acetaminophen
1234978,caffeine
1234978,dihydrocodeine
615099,glucose
615099,potassium chloride
615099,sodium chloride
1741270,iron sucrose
351992,oxcarbazepine
313566,valganciclovir
707329,sodium chloride
1314398,thiamine
1314398,vitamin b12
1314398,dexpanthenol
1314398,pyridoxine
1314398,niacinamide
1314398,riboflavin
2472321,vibegron
200074,menthol
579148,galantamine
197572,desonide
351133,fenofibrate
409823,cefixime
197427,acetaminophen
197427,butalbital
238910,benzocaine
866910,colesevelam
199116,testosterone
283536,oxcarbazepine
1439810,vortioxetine
755476,loratadine
198359,felbamate
312736,pyridoxine
1308571,rivastigmine
284521,tacrolimus
644301,ranibizumab
22299,daptomycin
4550,fosfomycin
858830,enalapril
858830,hydrochlorothiazide
198412,tromethamine
315223,sumatriptan
461016,eszopiclone
2102784,revefenacin
1111267,potassium bicarbonate
730955,sodium phosphate; monobasic
730955,sodium phosphate; dibasic
310183,estradiol
1659285,ceftazidime
830878,diltiazem
1422080,lidocaine
376616,cod liver oil
749796,benzocaine
672918,nifedipine
2358,chlorhexidine
1303916,cholecalciferol
731531,ibuprofen
284380,ketotifen
94345,desoximetasone
52358,magnesium gluconate
8896,pseudoephedrine
314003,methyl salicylate
314003,menthol
152364,ferrous sulfate
1607619,desvenlafaxine
1233712,lutein
744632,amlodipine
744632,olmesartan
1250686,inulin
236778,trospium
966434,levothyroxine
261283,calcitriol
1543182,tavaborole
706831,risperidone
1432971,buprenorphine
750199,amlodipine
750199,atorvastatin
244190,vitamin b12
828364,pramoxine
828364,hydrocortisone
1991946,cetirizine
1442143,macitentan
1291288,vitamin b12
213070,acitretin
672659,magnesium aspartate
308119,aminophylline
1551474,bupropion
1551474,naltrexone
1164013,hydrocortisone
643123,prednisolone
848746,iloperidone
643175,dasatinib
596205,ramelteon
704858,retapamulin
466584,aspirin
466584,acetaminophen
466584,caffeine
664743,atazanavir
1092424,diphenhydramine
1738808,paroxetine
1873532,wheat dextrin
885219,benztropine
205533,buprenorphine
801031,threonine
801031,tryptophan
801031,arginine
801031,tyrosine
801031,valine
801031,calcium chloride
801031,alanine
801031,glucose
801031,glycine
801031,histidine
801031,dibasic potassium phosphate
801031,sodium acetate
801031,isoleucine
801031,leucine
801031,lysine
801031,magnesium chloride
801031,methionine
801031,phenylalanine
801031,proline
801031,serine
801031,sodium chloride
1050077,diphenhydramine
899993,pioglitazone
899993,metformin
749802,fenofibrate
285028,zidovudine
285028,abacavir
285028,lamivudine
198201,rifampin
359514,vitamin b12
359514,ascorbic acid
359514,ferrous fumarate
359514,folic acid
359514,intrinsic factor
135775,zolmitriptan
465377,acetylcysteine
401968,ramipril
1658264,magnesium sulfate
998601,methyl salicylate
998601,menthol
310442,ganciclovir
7812,oxymetazoline
1860132,potassium chloride
1439823,riociguat
997491,fexofenadine
1921592,methotrexate
310477,gentamicin
142046,metronidazole
2198792,sodium bicarbonate
1991306,semaglutide
2541233,mirabegron
1872447,sodium phosphate; monobasic
1872447,sodium phosphate; dibasic
360348,benzocaine
359493,eletriptan
1809083,sulfamethoxazole
1809083,trimethoprim
238175,methocarbamol
1041518,azelate
602393,abacavir
602393,lamivudine
308409,aspirin
359494,eletriptan
1049900,diphenhydramine
892255,levothyroxine
1545172,hydrocortisone
730861,amlodipine
730861,olmesartan
856660,dantrolene
208334,tretinoin
886634,butorphanol
800111,lactate
800111,calcium chloride
800111,glucose
800111,magnesium chloride
800111,sodium chloride
311245,lactase
848582,ropinirole
2477637,melatonin
1046384,acetaminophen
1046384,chlorpheniramine
1046384,dextromethorphan
200256,repaglinide
891812,vitamin e
891812,zinc oxide
891812,ascorbic acid
891812,beta carotene
891812,cuprous oxide
828373,fenofibrate
1729007,selexipag
1547580,streptococcus pneumoniae type 1 capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 10a capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 11a capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 12f capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 14 capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 15b capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 17f capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 18c capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 19a capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 19f capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 2 capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 20 capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 22f capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 23f capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 3 capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 33f capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 4 capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 5 capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 6b capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 7f capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 8 capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 9n capsular polysaccharide antigen
1547580,streptococcus pneumoniae type 9v capsular polysaccharide antigen
884385,dextroamphetamine
1809582,immunoglobulin g
1729205,enalaprilat
1148478,tramadol
1049423,polyethylene glycol 3350
1726680,trimethobenzamide
209029,cytomegalovirus immune globulin
1251495,estradiol
1251495,norethindrone
1368012,alogliptin
198907,zinc gluconate
217612,psyllium
1373491,dimethyl fumarate
313777,ziprasidone
795819,lactase
58300,zinc gluconate
352178,methylcellulose
1746494,cholecalciferol
198604,dimethicone
105929,piroxicam
1492047,posaconazole
1237070,fentanyl
90,eicosapentaenoate
310157,erythromycin
1049551,pseudoephedrine
1245424,hylan g-f 20
2395771,vilanterol
2395771,umeclidinium
2395771,fluticasone
1737757,lidocaine
1923428,timolol
1742227,albumin human; usp
4821,glipizide
1600914,carbidopa
1600914,levodopa
1537767,thyroid (usp)
434018,doxycycline
153323,interferon beta-1a
892349,morphine
1946529,tramadol
314211,risperidone
1608397,lacticaseibacillus rhamnosus
1608397,inulin
2058147,riluzole
200343,hydroxyurea
2566608,levothyroxine
1099300,desipramine
2608655,magnesium citrate
1803930,leucovorin
1367418,thrombin
1801138,doxycycline
597761,telithromycin
1797929,budesonide
728581,thyroid (usp)
197531,clotrimazole
314135,naratriptan
1998851,biotin
2044659,ergocalciferol
885578,ferrous sulfate
829759,calcium carbonate
829759,cholecalciferol
829759,vitamin k1
283535,doxycycline
429042,acetylcysteine
1729027,selexipag
1099292,desipramine
104232,spironolactone
199857,spirulina
733,ampicillin
2398841,semaglutide
2396891,dexmedetomidine
433906,simethicone
1439831,riociguat
1536470,citric acid
1536470,sodium bicarbonate
251292,sennosides; usp
2619677,estradiol
477282,acetaminophen
1591943,sofosbuvir
1591943,ledipasvir
797738,cadexomer iodine
1670200,fosphenytoin
1544916,exenatide
597768,deferasirox
1233575,acetaminophen
1233575,diphenhydramine
1233575,phenylephrine
237931,sennosides; usp
1544395,methotrexate
2595842,magnesium citrate
248478,estradiol
898490,potassium citrate
579601,soybean lecithin
1795618,glucose
847910,exenatide
1801514,methylnaltrexone
854919,bisoprolol
854919,hydrochlorothiazide
1865957,crisaborole
2550712,secukinumab
1095545,psyllium
1597120,testosterone
562704,ropinirole
904547,etidronate
1234506,pramoxine
1234506,hydrocortisone
249709,guaifenesin
689524,aspirin
689524,citric acid
689524,sodium bicarbonate
582988,sulfacetamide
214317,bisoprolol
214317,hydrochlorothiazide
1361515,pseudoephedrine
1040043,lurasidone
2166204,tiotropium
1422086,ezetimibe
1422086,atorvastatin
1049901,diphenhydramine
631205,ketamine
1000353,estrogens; esterified (usp)
1000353,estrogens; conjugated (usp)
1000353,medroxyprogesterone
251191,neomycin
199405,neostigmine
901450,verapamil
1731075,fosaprepitant
104020,sodium bicarbonate
142118,sulfamethoxazole
142118,trimethoprim
804978,clindamycin
1049725,diphenhydramine
994847,orphenadrine
2052704,tacrolimus
991044,chlorpromazine
1593765,acetaminophen
1593765,chlophedianol
1593765,pyrilamine
2105798,clavulanate
2105798,amoxicillin
1013014,domiphen
1013014,lidocaine
108872,haloperidol
882506,diphenhydramine
1014632,acetaminophen
1014632,oxycodone
796381,vitamin b12
796381,ascorbic acid
796381,iron carbonyl
796381,folic acid
796381,docusate
2118551,lidocaine
544455,lactulose
1373497,dimethyl fumarate
1244616,tafluprost
1667666,cariprazine
2554104,semaglutide
864650,ganciclovir
1602588,donepezil
1602588,memantine
802780,urea
259372,fructooligosaccharide
404475,azathioprine
728115,oseltamivir
899487,dexmethylphenidate
859132,alprostadil
310809,quinapril
310809,hydrochlorothiazide
858613,nicardipine
856652,dantrolene
1867594,bupivacaine
1867594,epinephrine
1546194,betamethasone
1546194,gentamicin
2000023,ibrutinib
153077,valsartan
1595448,lidocaine
1595448,menthol
1811470,lidocaine
1150121,epinephrine
1150121,lidocaine
823881,methylsulfonylmethane
823881,chondroitin sulfates
823881,glucosamine
1994540,picosulfurate
1994540,citric acid
1994540,magnesium oxide
755528,atenolol
895221,morphine
644290,tetracaine
644290,lidocaine
2377333,methotrexate
1115987,theophylline
1115987,ephedrine
748672,vitamin b12
748672,folic acid
748672,pyridoxine
1049651,acetaminophen
1049651,oxycodone
259191,vitamin b12
259191,vitamin b6
259191,folic acid
757704,simvastatin
210864,aspirin
210864,acetaminophen
210864,caffeine
210864,salicylamide
856797,amitriptyline
856797,perphenazine
1482821,gabapentin
1044286,naphazoline
1044286,phenylephrine
1044286,pyrilamine
1872458,telotristat ethyl
2054227,albumin human; usp
1665682,ketorolac
2122634,cladribine
1659964,acetaminophen
1659964,pheniramine
1659964,phenylephrine
227059,nifedipine
197580,dexamethasone
1362720,mexiletine
251472,purified protein derivative of tuberculin
310934,hypromellose
903283,levothyroxine
903283,liothyronine
1545716,benzethonium
1545716,lidocaine
1867943,epinephrine
1867943,lidocaine
198475,aspirin
208116,hydrochlorothiazide
208116,spironolactone
835960,amiodarone
1659260,heparin
827748,propoxyphene
1736053,levetiracetam
905217,hydralazine
905217,hydrochlorothiazide
629324,clindamycin
1442790,morphine
2473383,glycopyrronium
901514,neisseria meningitidis serogroup a oligosaccharide diphtheria crm197 protein conjugate vaccine
901514,neisseria meningitidis serogroup c oligosaccharide diphtheria crm197 protein conjugate vaccine
901514,neisseria meningitidis serogroup w-135 oligosaccharide diphtheria crm197 protein conjugate vaccine
901514,neisseria meningitidis serogroup y oligosaccharide diphtheria crm197 protein conjugate vaccine
1601553,phenazopyridine
1742401,albumin human; usp
92170,methylcellulose
643193,ranibizumab
1010604,buprenorphine
1010604,naloxone
1049658,acetaminophen
1049658,oxycodone
251992,chlorhexidine
992479,promethazine
1807578,sodium chloride
757702,simvastatin
422657,diazepam
311487,melphalan
1743779,methylprednisolone
997494,fexofenadine
849932,caffeine
217806,sodium phosphate; dibasic
217806,potassium phosphate
217806,sodium acetate
217806,sodium gluconate
217806,magnesium chloride
217806,potassium chloride
217806,sodium chloride
108362,folic acid
392321,albuterol
2054170,albumin human; usp
858056,paliperidone
1115995,ephedrine
895952,ferrous sulfate
705164,phenylephrine
861156,propafenone
142442,naproxen
203207,fluphenazine
614391,abatacept
237892,lactase
6579,magnesium chloride
329176,cefuroxime
1163041,zinc oxide
199953,haloperidol
639537,candesartan
198994,melatonin
1100912,psyllium
830731,threonine
830731,tryptophan
830731,arginine
830731,tyrosine
