NDC,INGREDIENT
42806008660,buspirone
59310020240,beclomethasone
31722059730,ritonavir
68645051890,cyclobenzaprine
16714065204,ciprofloxacin
60505251901,citalopram
43547038450,gabapentin
00093172001,warfarin
68084022001,ondansetron
00149047201,risedronate
50383004248,prednisolone
62756013101,ondansetron
75834010805,metronidazole
49884060040,silver sulfadiazine
00078051005,carbamazepine
68462026390,rosuvastatin
43547026850,ropinirole
00185074901,aspirin
00185074901,carisoprodol
00185074901,codeine
00228258809,diltiazem
00832105510,baclofen
00603616132,trazodone
00406035801,acetaminophen
00406035801,hydrocodone
29300011316,lamotrigine
69097017364,albuterol
69097017364,ipratropium
66582031282,ezetimibe
66582031282,simvastatin
68001000703,gabapentin
00093729010,raloxifene
00832121500,warfarin
00781518801,levothyroxine
42571014405,celecoxib
60432052804,selenium sulfide
58160081511,hepatitis b surface antigen vaccine
58160081511,hepatitis a vaccine (inactivated) strain hm175
68382012105,amlodipine
00115165903,propranolol
00781112301,triamterene
00781112301,hydrochlorothiazide
31722020210,fosinopril
00548560500,enoxaparin
68308015260,nystatin
47781042447,fentanyl
00378302501,clomipramine
69292053010,propranolol
64980046799,testosterone
45802005635,gentamicin
62856024730,donepezil
69367013306,gabapentin
68180029609,duloxetine
68180044907,quetiapine
00074929619,levothyroxine
68382080705,trazodone
00003421531,saxagliptin
00904042861,doxycycline
00168025815,betamethasone
00168025815,clotrimazole
62332024331,fluoxetine
62756044605,carisoprodol
66993068838,olanzapine
69238149005,bumetanide
00078038334,hydrochlorothiazide
00078038334,valsartan
31722057310,esomeprazole
00781715640,estradiol
65862047030,losartan
65862047030,hydrochlorothiazide
00046110381,estrogens; conjugated (usp)
00378181977,levothyroxine
00185062001,lisinopril
50111030703,hydroxyzine
61442014210,lovastatin
00603576428,spironolactone
68382002301,atenolol
55111076303,montelukast
59148007280,aripiprazole
00591038501,acetaminophen
00591038501,hydrocodone
63304012890,donepezil
00378699152,albuterol
60505317007,omega-3 acid ethyl esters (usp)
00009041702,testosterone
63459070060,cyclobenzaprine
67877051110,atorvastatin
60429097560,albuterol
60429097560,ipratropium
00245005815,potassium chloride
00409379501,ketorolac
33342007007,olanzapine
43547022215,levetiracetam
00591231619,hydrochlorothiazide
00591231619,valsartan
51991083801,cyproheptadine
68645049659,carvedilol
69452013317,dofetilide
68180016713,vancomycin
68180057307,armodafinil
42543071310,clopidogrel
68180035305,sertraline
68180044001,cephalexin
50474010001,theophylline
00093777201,clozapine
00074331290,simvastatin
00074331290,niacin
66593312502,vancomycin
00172503270,lisinopril
00172503270,hydrochlorothiazide
53746021810,metformin
68180029503,duloxetine
57664024718,carvedilol
68462080101,methadone
00603424621,lorazepam
00093117410,penicillin v
00310027910,quetiapine
50383028205,ciprofloxacin
00093090001,ketoconazole
00009003928,methylprednisolone
00185072060,indomethacin
00781148601,amitriptyline
13107014205,carvedilol
54458091202,citalopram
43547034006,risperidone
00185022360,cilostazol
68382003606,venlafaxine
00378004501,diltiazem
67253018320,ampicillin
00603233921,acetaminophen
00603233921,codeine
52817032010,baclofen
00378162693,voriconazole
00832003800,oxybutynin
68084010001,acetaminophen
68084010001,hydrocodone
00093078701,atenolol
16714050101,terbinafine
16714048101,tramadol
00093073998,donepezil
53746025301,ranitidine
00310028360,quetiapine
00832121700,warfarin
16729004617,atorvastatin
68180075601,amlodipine
68180075601,benazepril
50458030911,risperidone
65162057410,bethanechol
31357004025,azithromycin
60505014101,glipizide
62756014686,rivastigmine
67877027430,lansoprazole
00264318511,meropenem
45802009851,mesalamine
00378265901,morphine
31722063231,oseltamivir
00781531801,zolpidem
24658014210,citalopram
16714061106,sertraline
00603307934,cyclobenzaprine
68462012701,gabapentin
00527411837,propranolol
50458058451,rivaroxaban
00781202001,amoxicillin
31722021290,sertraline
68001018008,quetiapine
68382009605,hydroxychloroquine
49884077686,clonidine
00115146010,fenofibrate
00603211502,allopurinol
00310041260,zafirlukast
00597004137,telmisartan
00093406701,prazosin
45802059475,levocetirizine
67546011112,nitazoxanide
62332010630,modafinil
65862052801,venlafaxine
51672128003,desonide
12496120803,buprenorphine
12496120803,naloxone
00115107003,dipyridamole
00185007260,lovastatin
55111033901,amlodipine
55111033901,benazepril
00074318990,fenofibrate
00603548321,propranolol
66993005230,olanzapine
42043016103,modafinil
00603418620,levetiracetam
64980051405,timolol
00781235501,lansoprazole
51672126003,clotrimazole
00378141105,verapamil
57237002901,amoxicillin
51672130301,econazole
68462023501,felodipine
13107019699,losartan
71930002890,pyridostigmine
51672403701,enalapril
00603243332,benztropine
13107004501,acetaminophen
13107004501,oxycodone
49884013801,amitriptyline
63739028531,diltiazem
43547025750,carvedilol
16714034102,clonidine
00185021101,benazepril
00185021101,hydrochlorothiazide
51672125806,clobetasol
45963063501,lovastatin
00228254096,carbidopa
00228254096,levodopa
60505700902,fentanyl
65862075705,olopatadine
00832532411,potassium chloride
61314030302,atropine
00832030100,chlorpromazine
00378313301,glipizide
00378313301,metformin
00185004209,fosinopril
00310460012,glycopyrronium
00310460012,formoterol
68382008001,haloperidol
00713063160,fluticasone
00603233822,acetaminophen
00603233822,codeine
55111015830,omeprazole
63304083090,atorvastatin
50742010605,furosemide
00024591401,dupilumab
49884073401,fluoxetine
66993041702,raloxifene
67457042612,haloperidol
67405057710,hydroxyzine
16729000216,glimepiride
00032171101,progesterone
58980015010,aluminum chloride
45802026337,clindamycin
00591360172,fentanyl
00591396501,progesterone
00603548621,propranolol
00781188425,ranitidine
00172392680,diazepam
68645049801,sertraline
64980037903,atomoxetine
00143980350,doxycycline
24208034205,desmopressin
42291037935,lidocaine
60505258100,azithromycin
13668015530,esomeprazole
16714035801,levetiracetam
68462053670,imiquimod
16714047401,hydroxychloroquine
00832121800,warfarin
51079029420,tamsulosin
13811067930,aripiprazole
62756018313,oxcarbazepine
76204090024,levalbuterol
61442011601,glimepiride
52343007260,levetiracetam
00603411128,isosorbide
61442022305,ciprofloxacin
25021010910,cefoxitin
53489064801,temazepam
59746045710,paroxetine
13107003601,dextroamphetamine
62175010701,isosorbide
64679071601,venlafaxine
00832101550,amantadine
75987003004,esomeprazole
75987003004,naproxen
00093834405,glyburide
00087277231,irbesartan
16571021330,fluconazole
60505607604,azithromycin
65162068784,lorazepam
00603461421,metoclopramide
54458098410,lovastatin
00002446234,tadalafil
00378201705,atorvastatin
00603576321,spironolactone
00093013501,carvedilol
13668006890,valsartan
00245005811,potassium chloride
00172435860,ranitidine
16252052990,pravastatin
68462013801,oxcarbazepine
31722024990,escitalopram
64980030130,hydrocortisone
00378557593,modafinil
00186109005,metoprolol
00185041552,bupropion
60505700602,fentanyl
61314001910,dorzolamide
00168029360,clobetasol
16571014150,timolol
68382019716,pramipexole
59676057101,etravirine
00555083402,warfarin
55111029236,sumatriptan
59417010610,lisdexamfetamine
69097014812,lamotrigine
00054022031,quetiapine
00093511605,pentoxifylline
63323030602,tobramycin
00378427593,valacyclovir
00378048001,nifedipine
00591376201,amlodipine
00591376201,benazepril
47781066890,levothyroxine
00591322379,testosterone
00245004011,potassium chloride
66993041630,montelukast
00228315503,buprenorphine
00228315503,naloxone
49702022813,dolutegravir
00904052260,ascorbic acid
27241000250,risperidone
00378699058,albuterol
31722057390,esomeprazole
00904042840,doxycycline
61958070101,emtricitabine
61958070101,tenofovir disoproxil
68382009816,paroxetine
67253090009,alprazolam
00713022880,triamcinolone
43547022610,methocarbamol
00310027534,quetiapine
00093205606,tolterodine
00378354593,mirtazapine
51672129006,hydrocortisone
27241000106,risperidone
68546014256,rasagiline
00029152725,mupirocin
00254204502,posaconazole
00781138101,diclofenac
00002831591,insulin isophane
00456320014,memantine
68682099798,diltiazem
64720033310,hydrocortisone
00832030300,chlorpromazine
62559043130,hydrocortisone
65862001901,cephalexin
31722054301,indomethacin
76282023910,amlodipine
16729017201,amitriptyline
33342005407,pioglitazone
70010004401,acetaminophen
70010004401,caffeine
70010004401,butalbital
00023079815,carboxymethylcellulose
00378075301,fexofenadine
00591301230,lidocaine
10702000301,promethazine
00955105027,sevelamer
00310197039,naloxegol
55150023701,dexamethasone
16729008110,naltrexone
29300012613,bisoprolol
45802037635,betamethasone
65862008001,glyburide
65862008001,metformin
62037077760,clarithromycin
62756013001,ondansetron
55111012850,ciprofloxacin
49884025601,minoxidil
60505267303,aripiprazole
00527138201,clindamycin
00603577121,sotalol
60505079204,enoxaparin
68382077316,ezetimibe
00574024201,repaglinide
69097068205,pregabalin
00168008130,triamcinolone
00168008130,nystatin
00486112501,sodium phosphate; monobasic
00486112501,sodium phosphate; dibasic
00486112501,potassium phosphate
40985027416,cholecalciferol
52544047030,testosterone
23155050210,hydroxyzine
68382090401,morphine
68001045608,escitalopram
00378235177,esomeprazole
00677007110,ferrous sulfate
42806054701,ergocalciferol
00051842530,testosterone
47335067613,diltiazem
00024580090,levocetirizine
59762005701,alprazolam
63304040001,oxycodone
57896048930,polyethylene glycol 3350
70748025807,posaconazole
00172462660,doxycycline
31722070530,valacyclovir
43547036211,losartan
43598081115,cetirizine
43598050930,esomeprazole
00456140201,nebivolol
42858020101,acetaminophen
42858020101,hydrocodone
31722099705,acetaminophen
31722099705,hydrocodone
52544096728,ethinyl estradiol
52544096728,levonorgestrel
52544096728,inert ingredients
47781033530,pyridostigmine
00093721201,metformin
00008083621,venlafaxine
00603307828,cyclobenzaprine
00378207193,letrozole
16714058601,pramipexole
00093505998,atorvastatin
65483059010,azathioprine
50228018010,gabapentin
00004082205,oseltamivir
43598044874,nicotine
00006096031,losartan
49884060201,allopurinol
44183044001,acetaminophen
44183044001,dichloralphenazone
44183044001,isometheptene
64380088304,cinacalcet
57664075983,olmesartan
57664075983,hydrochlorothiazide
65162075450,benazepril
64980043401,midodrine
58914079010,ursodeoxycholate
67767013305,bupropion
00008104005,sirolimus
00054028259,alendronate
52544007660,testosterone
60432045516,homatropine
60432045516,hydrocodone
66530024940,fluorouracil
00093534356,sildenafil
65862037301,escitalopram
68382013710,losartan
65162037210,oxybutynin
00409339004,tazobactam
00409339004,piperacillin
13107008405,lorazepam
65597010590,olmesartan
65597010590,hydrochlorothiazide
57896030301,sennosides; usp
57896030301,docusate
69315013401,imipramine
65862054990,hydrochlorothiazide
65862054990,valsartan
49281040565,influenza a virus (h1n1) antigen
49281040565,influenza a virus (h3n2) antigen
49281040565,influenza b virus antigen
49884073410,fluoxetine
52817032000,baclofen
59762153701,penicillin v
63304071990,diltiazem
00904701416,acetaminophen
43598029290,pregabalin
00378259077,fenofibrate
00093725856,valacyclovir
00603015021,docusate
00555048401,leucovorin
00006096082,losartan
51293081001,phenazopyridine
00093586201,oxymorphone
55111055230,valacyclovir
64764070201,lansoprazole
64764070201,clarithromycin
64764070201,amoxicillin
00121077516,codeine
00121077516,guaifenesin
00228308306,alprazolam
00536131983,magnesium hydroxide
31722011901,hydromorphone
64380071306,benzonatate
00378201577,atorvastatin
76204030003,sodium chloride
00603488621,guaifenesin
00378459710,metoprolol
65862087003,risedronate
69097014260,albuterol
00115701701,minocycline
00781311963,enoxaparin
00363018330,aspirin
33342005410,pioglitazone
00904672580,sennosides; usp
59746033890,losartan
59746033890,hydrochlorothiazide
69238105101,vitamin k1
57237017190,rosuvastatin
00378500577,alfuzosin
00781311969,enoxaparin
00904320713,vitamin b12
00378699091,albuterol
00904598161,lorazepam
65162054450,primidone
00006007231,finasteride
51672403801,enalapril
00378182101,levothyroxine
50190014123,sodium chloride
45802018342,tretinoin
60793070110,penicillin g
58177006119,diltiazem
51862058501,acetaminophen
51862058501,hydrocodone
42847010630,doxepin
57894019506,abiraterone
64380073706,ergocalciferol
50228012405,clopidogrel
00093172301,warfarin
00603537228,primidone
45963050008,finasteride
54838051240,doxepin
42858010250,acetaminophen
42858010250,oxycodone
69097083605,amlodipine
13668004701,lamotrigine
70756080751,lansoprazole
16729003410,letrozole
00169183302,insulin; regular; human
72647033104,methylprednisolone
00904582360,cholecalciferol
68180048609,pravastatin
43598090158,ertapenem
27241012403,sildenafil
00591371305,ezetimibe
00603210802,amlodipine
52544098131,drospirenone
52544098131,ethinyl estradiol
52544098131,inert ingredients
23155069310,allopurinol
00591040505,lisinopril
42806000801,oxycodone
51167066101,ivacaftor
51167066101,tezacaftor
68645051070,hydrochlorothiazide
43598044770,nicotine
68180039702,celecoxib
16714029403,clavulanate
16714029403,amoxicillin
69367025405,fenofibrate
68382014601,ramipril
65162078509,memantine
59746027901,escitalopram
00185044801,metaxalone
00904530660,diphenhydramine
00536105301,aspirin
00093026215,fluocinonide
00378083194,clavulanate
00378083194,amoxicillin
00603107556,codeine
00603107556,guaifenesin
59746000204,methylprednisolone
00169477212,semaglutide
64380091906,ursodeoxycholate
00378044701,benazepril
51660020005,ezetimibe
70710116201,meclizine
68462015811,ondansetron
65862022701,lamotrigine
51167033101,ivacaftor
51167033101,tezacaftor
51167033101,elexacaftor
76385011350,carvedilol
49348081813,loratadine
51991062033,anastrozole
00591320530,pioglitazone
00527328843,levothyroxine
50428695037,aspirin
16714046901,clonazepam
50742025190,diltiazem
00023650110,ubrogepant
31722073890,donepezil
75834022101,carbamazepine
60505004206,acyclovir
16729045117,levothyroxine
00093902065,cyclosporine
64980043910,atenolol
00904643459,sennosides; usp
00378258701,hydroxyzine
68462039730,omeprazole
59779060027,aspirin
42858011830,lidocaine
47335076783,paliperidone
00904546080,calcium carbonate
00904546080,cholecalciferol
61755002002,alirocumab
59762100101,sirolimus
60505265007,tizanidine
00093914801,venlafaxine
00378700410,paroxetine
59651003247,ibuprofen
00093573201,oxycodone
68462031465,triamcinolone
68462031465,nystatin
70710112307,doxycycline
65597011390,amlodipine
65597011390,olmesartan
61442010260,diclofenac
00536123441,aspirin
62037056001,potassium chloride
47335058381,rosuvastatin
51862006310,diazepam
49884000604,phenylbutyrate
31722071130,sildenafil
00310111030,sodium zirconium cyclosilicate
65862017501,penicillin v
65162020710,acetaminophen
65162020710,oxycodone
59762100401,nifedipine
24979003701,metoprolol
55111057503,ibandronate
59651017301,doxepin
68382090701,morphine
59746033310,losartan
75826014110,phenobarbital
00574705050,bisacodyl
49884086902,dronabinol
