CRF,CRF ID,CDE ID,CDE Name,Variable Name,Definition,Short Description,Question Text,Permissible Values,Description,Data Type,Disease Specific Instructions,Disease Specific Reference,Population,Classification,Version Number,Version Date,CRF Name,Subdomain Name,Domain Name,Size,Input Restrictions,Min Value,Max Value,Measurement Type,External Id Loinc,External Id Snomed,External Id caDSR,External Id CDISC
Brain Perfusion Magnetic Resonance Imaging,F0976,C08239,Imaging echo duration,ImgEchoDur,"Duration between the application of the 90 degree pulse and the peak of the echo signal, in milliseconds, during the spin echo and inversion recovery pulse sequences in imaging acquisition","Duration between the application of the 90 degree pulse and the peak of the echo signal, in milliseconds, during the spin echo and inversion recovery pulse sequences in imaging acquisition",Echo Time (TE),,,Numeric Values,"If the sequences are different for T1 and T2 sequence parameters, record the T2 parameters as indicated. If they are the same, leave the T2 parameters section blank. If the sequences are different for T1 and FLAIR sequence parameters, record the FLAIR parameters as indicated. If they are the same, leave the FLAIR parameters section blank. DTI sequence parameters
",No references available,Adult;Pediatric,Supplemental,3.2,21:17.0,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,millisecond,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C18716,Imaging scanner manufacturer name other text,ImgScannerManufNameOTH,"The free-text field related to 'Imaging scanner manufacturer name', specifying other text. Name of manufacturer of imaging scanner","The free-text field related to 'Imaging scanner manufacturer name', specifying other text. Name of manufacturer of imaging scanner","Other, specify",,,Alphanumeric,"Choose only one.
",No references available,Adult;Pediatric,Exploratory,2,09:35.0,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,4000,"Free-Form Entry
",,,,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C10578,Imaging label pulse duration,ImgLablPulsDur,Duration in milliseconds of the labeling pulse in imaging acquisition for the Axial Arterial Spin Labeling (ASL) MRI sequence being reported,Duration in milliseconds of the labeling pulse in imaging acquisition for the Axial Arterial Spin Labeling (ASL) MRI sequence being reported,Labeling pulse duration,,,Numeric Values,"To be answered for each sequence used.
",No references available,Adult,Supplemental,3,57:17.8,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,millisecond,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C10590,Imaging interpolation indicator,ImgInterpolationInd,Whether the k-space data were interpolated before applying Fourier transform,Whether the k-space data were interpolated before applying Fourier transfor,Interpolation,Yes;No;Not applicable;Unknown,Yes;No;Not applicable;Unknown,Alphanumeric,"DTI sequence parameters
",No references available,Adult;Pediatric,Supplemental,3,38:01.2,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Single Pre-Defined Value Selected
",,,,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C17807,Imaging parallel acquisition details text,ImgParallAcqstnTxt,"Text description of any additional details about the parallel acquisition used, if any, in the MRI sequence being reported","Text description of any additional details about the parallel acquisition used, if any, in the MRI sequence being reported",Additional details,,,Alphanumeric,,No references available,Adult,Supplemental,3,57:17.8,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,255,"Free-Form Entry
",,,,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C08241,Imaging field of view axis 1 measurement,ImgFieldViewAxis1Measr,Measurement of axis 1 of the image that is visible through the camera at a particular position in orientation and space in millimeters,Measurement of axis 1 of the image that is visible through the camera at a particular position in orientation and space in millimeters,Field of view,,,Numeric Values,"To be answered for each sequence used.  Answer should be recorded as a dimension (AAxAA) in millimeters squared (mm2)
",No references available,Adult;Pediatric,Supplemental,3.1,47:41.0,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,millimeter,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C18718,Imaging scanner strength value type other text,ImgScannerStrgthValTypOTH,"The free-text field related to 'Imaging scanner strength value type', specifying other text. Type of value, in Tesla (T), of the scanner's magnetic field strength used for the scan being reported","The free-text field related to 'Imaging scanner strength value type', specifying other text. Type of value, in Tesla (T), of the scanner's magnetic field strength used for the scan being reported","Other, specify",,,Alphanumeric,"Choose one
",No references available,Adult;Pediatric,Supplemental,2.1,21:17.0,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,4000,"Free-Form Entry
",,,,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C10579,Imaging post-label delay duration,ImgPstLablDelyDur,Duration in milliseconds of the post-labeling delay in imaging acquisition for the Axial Arterial Spin Labeling (ASL) MRI sequence being reported,Duration in milliseconds of the post-labeling delay in imaging acquisition for the Axial Arterial Spin Labelling (ASL) MRI sequence being reported,Post-labeling delay,,,Numeric Values,"To be answered for each sequence used.
",No references available,Adult,Supplemental,3,57:17.8,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,millisecond,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C10591,Imaging phase encode direction text,ImgPhasEncdeDirctTxt,Text description of the phase encode direction used in imaging technique acquisition,Text description of the phase encode direction used in imaging technique acquisition,Phase-encode direction,,,Alphanumeric,"If the sequences are different for T1 and T2 sequence parameters, record the T2 parameters as indicated. If they are the same, leave the T2 parameters section blank. If the sequences are different for T1 and FLAIR sequence parameters, record the FLAIR parameters as indicated. If they are the same, leave the FLAIR parameters section blank. DTI sequence parameters
",No references available,Adult;Pediatric,Exploratory,3,54:08.2,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,4000,"Free-Form Entry
",,,,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C17811,Imaging phase partial Fourier value,ImgPhasPartialFourierVal,"Value of the phase partial Fourier ratio, if used in imaging acquisition","Value of the phase partial Fourier ratio, if used in imaging acquisition",Partial Fourier,,,Numeric Values,"If the sequences are different for T1 and T2 sequence parameters, record the T2 parameters as indicated. If they are the same, leave the T2 parameters section blank. If the sequences are different for T1 and FLAIR sequence parameters, record the FLAIR parameters as indicated. If they are the same, leave the FLAIR parameters section blank. DTI sequence parameters
",No references available,Adult;Pediatric,Exploratory,3,57:17.8,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C08242,Imaging acquisition duration,ImgAcquisitionDur,Duration of the imaging scan in minutes,Duration of the imaging scan in minutes,Acquisition time,,,Numeric Values,"If the sequences are different for T1 and T2 sequence parameters, record the T2 parameters as indicated. If they are the same, leave the T2 parameters section blank. If the sequences are different for T1 and FLAIR sequence parameters, record the FLAIR parameters as indicated. If they are the same, leave the FLAIR parameters section blank. DTI sequence parameters
",No references available,Adult;Pediatric,Supplemental,3,38:01.2,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,minute,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C10580,Imaging labeling plane center slice distance value,ImgLablPlneCntrSlceDistVal,Value in millimeters (mm) of the distance between the labeling slab and the center slice of the imaging for the Axial Arterial Spin Labeling (ASL) MRI sequence being reported,Value in millimeters (mm) of the distance between the labeling slab and the center slice of the imaging for the Axial Arterial Spin Labelling (ASL) MRI sequence being reported,Distance of the labeling plane from the center slice,,,Numeric Values,"To be answered for each sequence used.
",No references available,Adult,Supplemental,3,57:17.8,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,millimeter,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C10592,Imaging flow compensation indicator,ImgFlowCompnsatnInd,Indicator of whether flow compensation was used in imaging acquisition,Indicator of whether flow compensation was used in imaging acquisition,Flow compensation,Yes;No;Unknown;Not applicable,Yes;No;Unknown;Not applicable,Alphanumeric,"If the sequences are different for T1 and T2 sequence parameters, record the T2 parameters as indicated. If they are the same, leave the T2 parameters section blank. If the sequences are different for T1 and FLAIR sequence parameters, record the FLAIR parameters as indicated. If they are the same, leave the FLAIR parameters section blank. DTI sequence parameters
",No references available,Adult;Pediatric,Exploratory,3,54:08.2,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Single Pre-Defined Value Selected
",,,,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C17925,Imaging contrast agent dose,ImgContrastAgentDose,Dosage of the contrast agent used,Dosage of the contrast agent used,Dosage,,,Numeric Values,,No references available,Adult;Pediatric,Supplemental,4,47:39.0,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C08244,Imaging slice thickness value,ImgSliceThicknessVal,Value of the thickness of the slice measured in millimeters (mm),Value of the thickness of the slice measured in millimeters (mm),Slice thickness,,,Numeric Values,"If the sequences are different for T1 and T2 sequence parameters, record the T2 parameters as indicated. If they are the same, leave the T2 parameters section blank. If the sequences are different for T1 and FLAIR sequence parameters, record the FLAIR parameters as indicated. If they are the same, leave the FLAIR parameters section blank. DTI sequence parameters
",No references available,Adult;Pediatric,Supplemental,3,54:08.2,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",0,99,millimeter,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C10581,Imaging measurement pair count,ImgMeasrPairCt,Count of the number of control and tag measurement pairs in the imaging acquisition for the Axial Arterial Spin Labeling (ASL) MRI sequence being reported,Count of the number of control and tag measurement pairs in the imaging acquisition for the Axial Arterial Spin Labelling (ASL) MRI sequence being reported,Number of pairs (control and tag) of measurements,,,Numeric Values,"To be answered for each sequence used.
",No references available,Adult,Supplemental,3,57:17.8,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C10593,Imaging fat signal suppressed indicator,ImgFatSignalSuppressedInd,Indicator as to whether or not fat signal was suppressed in imaging acquisition,Indicator as to whether or not fat signal was suppressed in imaging acquisition,Fat signal suppressed,Yes;No;Unknown;Not applicable,Yes;No;Unknown;Not applicable,Alphanumeric,"If the sequences are different for T1 and T2 sequence parameters, record the T2 parameters as indicated. If they are the same, leave the T2 parameters section blank. If the sequences are different for T1 and FLAIR sequence parameters, record the FLAIR parameters as indicated. If they are the same, leave the FLAIR parameters section blank. DTI sequence parameters
",No references available,Adult;Pediatric,Exploratory,3,54:08.2,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Single Pre-Defined Value Selected
",,,,,,,
Brain Perfusion Magnetic Resonance Imaging,F0976,C18610,Imaging in plane resolution axis 2 measurement,ImgInPlaneRsltnAxis2Measr,Axis 2 of in-plane spatial resolution used in imaging acquisition,Axis 2 of in-plane spatial resolution used in imaging acquisition,,,,Numeric Values,,,Adult;Pediatric,Supplemental,1,00:00.0,Brain Perfusion Magnetic Resonance Imaging,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,millimeter,,,,
